id,subject_id,mturk_id,task_type,gender,race,education_level,cognitive_reflection_1,cognitive_reflection_2,cognitive_reflection_3,rgpts_ref_1 ,rgpts_ref_2,rgpts_ref_3,rgpts_ref_4,rgpts_ref_5,rgpts_ref_6,rgpts_ref_7,rgpts_ref_8,rgpts_per_1,rgpts_per_2,rgpts_per_3,rgpts_per_4,rgpts_per_5,rgpts_per_6,rgpts_per_7,rgpts_per_8,rgpts_per_9,rgpts_per_10,paranoia_score,referential_group,persecution_group,What do you think the partner game was testing?,"Did you use any particular strategy or strategies? If yes, please describe.",Did you find yourself switching strategies over the course of the game?,Did any of the partners deliberately sabotage you?,Do you have any comments or feedback about the game or this survey?,wsr_avg,mu02_avg,mu03_avg,kappa_avg,omega2_avg,omega3_avg
313,VM176,A2Q7AVDZ9TA6N,social,Male,Other,"Associate degree (e.g., AA, AS)",0.05,5,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.055555556,low,low,How loyal you are,I would choose the same person until they started turning negative then choose another,"No, I stayed pretty consistent ",0,No,0,-0.046784768,-1.293174382,0.525156192,1.894103965,-0.142291961
314,VM177,A2FFSM2AD8ME56,social,Female,White,"Some college or university, no degree",10,100,24,1,1,1,1,1,1,2,2,0,0,2,0,0,1,0,1,1,0,0.833333333,low,low,unsure,no,no,0,no,0,-0.085831048,0.261844854,0.416331524,3.04629007,-1.460643612
315,VM178,AKLG79EPGKTDP,social,Female,White,"Associate degree (e.g., AA, AS)",5,100,47,2,3,3,4,1,1,2,3,0,1,4,0,0,2,3,3,0,0,1.777777778,high,high,"I think that the game was testing personal bias and tendency to make specific decisions based on visuals; ex: preference for certain colors, etc.","At the start of each round after a break, I started with black at the leftmost, as it always seemed to yield the most points for the longest duration. Afterwards, I would continue to choose the same person until I received negative points, then I would switch.","No, I continued with the strategy that I've outlined above. I kept choosing the same person as long as they gave me the most points, then I would switch to another person until I found the one that gave the most points again.",2,I have no additional comments or feedback to add at this time.,0,0.107191415,-1.227841141,0.446542692,2.233280768,-1.072880846
316,VM179,A2UKP9VV7OULRX,social,Male,White,"High school degree or equivalent (e.g., GED)",10,100,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,Not too sure. Maybe our decision making process and judging possibilities.,At first i was trying to see if there was a pattern. Then i saw that if i picked one color and it was correct if i chose that one a few times if was usually be correct for a few turns. Also i noticed only two colors generally gave out the most points in the round. ,Once i found my strategy i stuck to it.,-1,Everything was clear and easy to understand. I like tasks that involve games. They get me thinking on how to win and i am a competitive person so i want to figure out the best way to win or get the most points.,0.278486395,-0.003404138,0.989412438,0.635594196,-1.042521991,-1.864533222
317,VM180,A6TSV1WPP3GG3,social,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I think the game was testing how survey takers make decisions.,Yes.  If one choice was good I stayed with that choice until it was no longer a good choice.  Then I switched choices.,I used the same strategy throughout the game.  I don't think a particular strategy would matter anyway because the game could easily be manipulated.,-2,Everything was easy to understand.,0.008333334,0.019287153,-0.054598047,0.41068838,2.605774711,0.387198757
318,VM181,AGDFBU9CK6Z9R,social,Male,White,"Associate degree (e.g., AA, AS)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Probably something to clear a person's mind before taking the main survey.,"Not really.  When one player failed more than two times, I would move on to find another successful player.","There was no real strategy involved.  If a successful partner suddenly turned bad, I gave them one more chance, then moved on if they failed again.",-2,I will be so happy when all this COVID stuff is ancient history.  Thank you!,0,-0.128779862,-1.642671525,0.471097027,1.547011974,0.210380337
319,VM182,A5T9IFDZ3W4T6,social,Male,White,"Some college or university, no degree",10,10,24,1,2,1,3,0,1,2,1,3,1,3,0,1,1,0,1,1,0,1.222222222,low,high,How we selected someone based on color and how we adapt over time.,"Yes, I tried to find the person that had the best chance of success and then follow that until I needed to change the person.",No,-2,None,0.028846154,-0.112430444,-1.002671259,0.464566176,1.315705899,-0.150604459
320,VM183,A2MX5YW3DSQ61W,social,Female,White,"Some college or university, no degree",50,5,47,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0.333333333,low,low,Trusting and risk taking,I kept choosing the person who gave me the most points,"I am a person who does not trust, so in the beginning I always changed the person I chose even if it gave me positive points. After several attempts I realized that I had to trust",-2,,0.068761385,-0.056632266,-0.122210578,0.455664231,2.26002045,-0.813756484
321,VM184,A1HMO9XPRPUPWJ,social,Male,White,"Some college or university, no degree",5,5,47,1,1,1,2,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0.666666667,low,low,The game wanted to test how long it took for participants to switch partners based on short-term results.,"Eventually I reached a point where if I got two -50s in a row I would always switch, and I'd sometimes switch after just one because I knew positive streaks from other partners were quite possible.","Yes, as the game progressed I became more likely to give up on a partner who got a -50 because I knew it was possible to get several 100s in a row.",-1,"No, thank you.",0.017857143,0.01803854,-2.121392124,0.434807318,1.48624752,-0.456014785
322,VM185,A3OGOTSOMQTDMN,social,Male,White,"Bachelor's degree (e.g., BA, BS)",0.05,5,47,1,1,3,3,,2,1,3,0,1,2,2,3,3,4,4,1,0,2,low,high,it test about the awareness and mentality,no,yes,1,interesting,0.178628389,0.068089839,1.990761119,0.505135344,0.36418446,-1.490967782
323,VM186,A3QUAM5Y482D4U,social,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",0.05,5,25,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0.333333333,low,low,It is testing for patience and accuracy. ,none,no specific strategy.,-2,none,0.036363637,-0.047544305,-1.216134882,0.453223451,1.9114674,-0.938197675
324,VM187,A3PGUPNMOU5BPW,social,Male,White,"High school degree or equivalent (e.g., GED)",0.05,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,confirmation bias,Tried to test if there was a pattern or odds associated with the members. I couldn't figure it out. It seemed mostly random based on percentage,A little bit,0,"Yeah, it's fun. I wish I could have done better.",0.287749288,-0.997135393,-2.272038147,0.522183853,-0.717058627,-1.267032657
325,VM188,AZ8JL3QNIPY4U,social,Female,White,"High school degree or equivalent (e.g., GED)",10,5,24,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0.388888889,low,low,How good we were at choosing the right worker.,Just stayed with a worker who was doing good until they werent.,No,0,,0,-0.44265621,-1.98381374,0.464520282,0.993648572,-0.122645564
326,VM189,A1FEHUFS6BABEX,social,Decline to answer,White,"Bachelor's degree (e.g., BA, BS)",$0.05 ,5,47,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.111111111,low,low,It may have been testing how quick people would try to switch from one student to another when they failed a project.,"I would usually stick with a student until failing an assignment, and then look for another student who performs better.","As the game went on, I found that it was more likely for one student to occasionally fail while still being more reliable than the other two, so as the game went on I was more likely to give a student multiple chances to continue working with me if they failed after a long streak of passing.",-2,,0,0.225853208,-1.336546204,0.448611628,1.77826248,-0.959126257
327,VM190,A5BMKZRGHNSRT,social,Female,White,"Some college or university, no degree",19,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Our ability to recognize patterns.,"When a partner gave me two -50s, I would switch to another.",Nope.,-3,Nope! Everything was fine.,0,-0.039782158,0.962320701,0.642203969,-0.898221155,-1.811073348
328,VM191,A36W1S4Z2LSNTC,social,Female,White,"Associate degree (e.g., AA, AS)",0.05,100,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,No idea. ,It seemed random to me but what do I know.,No.,2,Everything ran smoothly.,0.33197832,0.005257682,0.706959067,0.552994735,0.270321686,-1.138757245
329,VM192,A2DLYBXZNSSJ4S,social,Male,White,"Master's degree (e.g., MA, MS, MEd)",10,100,24,0,0,1,0,1,0,0,0,0,0,2,1,2,2,1,1,1,1,0.722222222,low,high,People's way of thinking and their mindset.,Nope,Nope,0,Nope,0.545874822,0.004800137,1.002822246,0.603468073,-1.887781405,-1.992674196
330,VM193,A146MSML39KY98,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",10,5,24,2,1,3,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,1.055555556,high,low,How long we stuck with an underperforming partner,"not at first, then I moved on as soon as my partner went negative",I only switched once I got the feel of what was happening,-2,Interesting study - good luck with your research.,0,-0.104090524,0.247646797,0.397885325,2.424997289,0.844233719
331,VM194,AKC9H6IX5YCG4,social,Male,White,"Some college or university, no degree",5,5,47,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0.388888889,low,low,"If we would give a person the benefit of the doubt the first time we got a negative score, or if we would switch to another person immediately.","I tried to find the person who got me the highest score, and stay with them until they stopped being productive.",No,2,,0.018518519,-0.462543854,-2.099759466,0.471064743,1.094524411,-0.401965664
332,VM195,A2GEC6AUPJN0AK,social,Male,Black or African American,"Bachelor's degree (e.g., BA, BS)",10,100,24,3,2,3,1,3,3,3,3,3,2,1,3,3,3,1,2,1,2,2.333333333,high,high,psychology study,nothing,no,-2,good experience,0.912123386,0.008770483,0.997443912,0.601785336,-1.85810541,-1.993628798
333,VM196,A34UER5ZQ5APMB,social,Male,"American Indian or Alaska Native,White","High school degree or equivalent (e.g., GED)",5,5,47,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0.333333333,low,low,Whether or not people quickly reacted to changing conditions.,"If I got two negative scores in a row I moved on to the next person, cycling from 1 to 3.","No, I kept the same strategy throughout.",-3,"Thank you, the game was interesting to think through.",0.011627907,-0.927518441,-1.928364585,0.416268537,0.967090559,-0.275548808
334,VM197,A314XJY8V1YL12,social,Female,White,"Master's degree (e.g., MA, MS, MEd)",10,5,47,1,0,0,1,0,0,2,2,1,0,1,0,0,0,1,0,0,2,0.611111111,low,low,to see how we trust people?,Tried to stick with the person that had 100 points most of the time,I would have to change my selection when that person did not have the 100 points,-1,no comments,0.020408164,-0.036671235,-0.903048086,0.429321592,2.163328625,-0.231903153
335,VM198,A1Q6VY3C3CEOA0,social,Male,White,"Bachelor's degree (e.g., BA, BS)",10,5,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,low,low,How quickly you can realize that you need to change tactics when necessary.,"I noticed that player 2 and 3 won me the most points, so when player 2 started faltering, I switched to player 3 and vice versa.",No.  I stuck with the above strategy.,0,No.,0,-0.171174845,-1.111273924,0.554510919,-0.515291417,-0.690880875
336,VM199,A8I7F0DCNZVGS,social,Male,Black or African American,"Some college or university, no degree",10,5,49,4,3,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,3.722222222,high,high,I am not sure.,No.,"Yes, testing to see which partner gives more 100s.",2,No.,0.010869565,-0.226198563,-1.660208025,0.453388986,1.238537222,-0.549578342
337,VM200,A3RL02A3JRAUS4,social,Female,White,"Some college or university, no degree",5,5,47,2,2,2,1,3,3,3,4,2,1,2,0,0,0,1,2,2,0,1.666666667,high,low,To show us that things can change quickly.,I just went with the 2 people that seemed to give points the most.,No,0,No,0.01754386,-0.551007189,-3.325282791,0.468297546,-0.075010418,-1.053662162
338,E100,A2OGF317RQ2GJX,Nonsocial,Male,Asian,"Master's degree (e.g., MA, MS, MEd)",10,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Predictions about the future.,"No, I just made my best guesses.",Not really.,1,no.,0.220942982,-0.003354575,1.100806935,0.502187965,0.040223781,-1.160434602
339,E101,A5YVMQWA2IYPF,Nonsocial,Male,White,"Bachelor's degree (e.g., BA, BS)",0.1,5 minutes,47,0,1,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0.388888889,low,low,How well people could decide what was the better deck. ,When one changed it tried the other decks. ,Yes. Whenever one changed to minus. ,0,Good study. ,0,-0.172479118,-0.173290136,0.443736031,2.61387396,-0.672274733
340,E102,A55TVOL4JWIAY,Nonsocial,Female,White,"Bachelor's degree (e.g., BA, BS)",10,100,24,2,1,1,,4,1,2,3,0,3,3,0,0,4,2,4,4,4,2.235294118,low,high,I'm not exactly sure.,Just moving around trying to figure out where the 100 was.,Yes.,1,No feedback.,0.089772727,0.04761149,0.683172538,0.552060789,0.757242431,-0.652525765
341,E103,A1T3ROSW2LC4FG,Nonsocial,Female,White,"Master's degree (e.g., MA, MS, MEd)",0.05,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,attention to detail,focus,no,-3,none,0.128695652,-0.222305978,-0.589545068,0.485058339,1.082606784,0.689346648
342,E104,A2NXMRPHG86N2T,Nonsocial,Male,White,"Some college or university, no degree",0.1,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,Unsure,picked until a wrong answer came up,yes,-3,The list of conspiracy theories was very VERY interesting.,0.095744681,-0.347034549,-1.12538051,0.519998524,1.15346362,0.247718994
343,E105,A3DGJYQPEQBCEK,Nonsocial,Male,White,"Bachelor's degree (e.g., BA, BS)",10,100,47,2,3,2,2,3,3,2,3,3,1,2,3,3,2,3,2,3,4,2.555555556,high,high,Psychology,No,No strategies,2,No comments,0.652829314,0.001701521,1.005913735,0.609358406,-1.690454912,-1.975570511
344,E106,A19UBZFVUWL1ES,Nonsocial,Male,White,Completed some postgraduate,5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,i have no idea,if a deck seemed to get bad i switched,not really,-2,n/a,0.009803922,-0.963723319,-2.187108423,0.415574977,1.404609054,-0.449905546
345,E107,A3LRZX8477TYYZ,Nonsocial,Male,White,"Master's degree (e.g., MA, MS, MEd)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,I think the game was testing to see how quickly people are able to adapt to the perception of negative outcomes.,"I found that the best deck that was giving me +100 more frequently, was doing so at a rate of 75% to 85% of the time.  Therefore, if I got -50 twice in a row, then it was most likely due to the best deck changing, so I would check the other two decks to find the new best deck.","No, not really.",-2,Everything worked well and the survey was very clear and straightforward.  Thanks!,0.009259259,-0.170176518,-0.734084136,0.487082386,1.397499701,0.693249927
346,E108,ACKG8OU1KHKO2,Nonsocial,Male,Asian,"Bachelor's degree (e.g., BA, BS)",10,100,47,0,1,2,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0.722222222,low,low,Behavior on actions.,Change when the number is negative,No,3,It was interesting.,0.025,-0.410646707,-1.186674802,0.461389521,1.708035823,-0.2048171
347,E109,A3JC9VPPTHNKVL,Nonsocial,Male,Asian,"Master's degree (e.g., MA, MS, MEd)",5,5,47,1,1,1,1,1,1,1,1,2,0,0,2,0,2,0,0,0,0,0.777777778,low,low,not sure,"if I get two negatives in a row, try different stack.",yes,1,no,0.06512605,-0.467111513,-0.661675795,0.553217264,0.147003028,-1.266711509
348,E110,A1ELPYAFO7MANS,Nonsocial,Female,White,"Bachelor's degree (e.g., BA, BS)",0.05,5,47,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.166666667,low,low,"How much we were willing to change what we picked vs. sticking to rigid ""rules""",Not really. When I got -50 I tried to stick with the deck for a few times to see if it was a pattern or not.,No,2,,0.009090909,-0.240603418,0.797519928,0.64327563,-0.870053164,-1.739235399
349,E111,A3609GDWR2JCCA,Nonsocial,Female,Black or African American,"Some college or university, no degree",5,5,47,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.222222222,low,low,How people recognize patterns or changes in things.,If the deck that I chose gave me a negative result two times in a row I would try a different deck.,No,-2,"No, I have no additional comments or feedback, thank you.",0,-0.192111186,-3.140542132,0.430398445,0.905308894,-0.936839801
350,E112,A22DTDEFYRTE45,Nonsocial,Female,White,"High school degree or equivalent (e.g., GED)",10,5,47,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,0.444444444,low,low,Perceptions of patterns,no,no,-3,,0.166477273,-0.19220588,-0.105153473,0.473140631,1.868321615,-0.547125692
351,E113,A3CI73EFDLS3OF,Nonsocial,Female,White,"Master's degree (e.g., MA, MS, MEd)",5,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,low,low,How the value affected decisions on whether to change decks,"If -50 showed up very often (like every other card or 3+ in a row), I switched decks until I found one I was happy with.",No,-2,,0,-0.271011999,0.884568754,0.638617306,-0.925512005,-1.787656034
352,E114,A1FLNAFLLO3UPK,Nonsocial,Male,White,"Bachelor's degree (e.g., BA, BS)",5,5,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,low,low,Ability to recognize changes in trends.,Three negatives in a row caused me to switch to another card.,Not really.,-3,"I enjoyed it, it was fun.",0,-1.084680573,-2.981280725,0.450621148,0.257467738,-0.986156579
